fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,dataset,inner_f1,n_evaluations,convergence,stopped_early
0,LogReg,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.6165845648604269,0.1246842709529276,0.5813704496788008,0.205331820760068,0.600617414707769,0.114812062196788,0.6312994920432637,6216,3812,391,543,ok,0.1082496000453829,4,HR Promotion,,,,
1,LogReg,classical,PCA,default,1200,10962,4.00003045797348e-07,{},0.5988870644043058,0.1191994721794589,0.5802997858672377,0.1977741288086115,0.5904590273572328,0.1025183724244546,0.62347637535671,6023,4005,392,542,ok,0.1026849999907426,4,HR Promotion,,,,
2,LogReg,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5574712643678161,0.1121014062190532,0.6059957173447538,0.1892027410997827,0.5794737262431786,0.0890281907434301,0.6146113686816101,5545,4483,368,566,ok,0.1067689000046812,4,HR Promotion,,,,
3,LogReg,classical,PCA,default,1200,10961,7.00005330145359e-07,{},0.5851655870814707,0.1143832693128467,0.5744908896034298,0.190781277807439,0.5803248225440364,0.090619100657579,0.6112185452009827,5878,4150,397,536,ok,0.1040856000036001,4,HR Promotion,,,,
4,LogReg,classical,PCA,default,1200,10961,7.00005330145359e-07,{},0.6039594927470121,0.1158701532912533,0.5509110396570204,0.1914695474017508,0.5799030666972776,0.090856374184987,0.6206645508332296,6106,3922,419,514,ok,0.0804728000075556,4,HR Promotion,,,,
5,LogReg,classical,PCA,default,1200,10962,5.00003807246685e-07,{},0.6343732895457034,0.1256697515830492,0.5524625267665952,0.2047619047619047,0.5972324600326793,0.1121700705996806,0.6317850703255723,6438,3590,418,516,ok,0.1137637000065296,4,HR Promotion,,,,
6,LogReg,classical,PCA,default,1200,10962,7.00005330145359e-07,{},0.6155810983397191,0.1224677716390423,0.569593147751606,0.2015915119363395,0.5947287637441716,0.1081394549546454,0.6272345889752803,6216,3812,402,532,ok,0.1066164000076241,4,HR Promotion,,,,
7,LogReg,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.578179164386061,0.111087689713322,0.5642398286937902,0.18562874251497,0.5718586458985504,0.0809826392592905,0.5985615544142354,5811,4217,407,527,ok,0.0893083999981172,4,HR Promotion,,,,
8,LogReg,classical,PCA,default,1200,10961,6.00004568696022e-07,{},0.5625399142414014,0.1034907597535934,0.5401929260450161,0.1737032569360675,0.5524059963292491,0.0588640557647179,0.5788630526914778,5662,4366,429,504,ok,0.0954842999926768,4,HR Promotion,,,,
9,LogReg,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.6516741173250615,0.1256164028030106,0.5187566988210075,0.2022565816966151,0.5913986924499932,0.1068426740238728,0.6205887181486693,6659,3369,449,484,ok,0.1066453999956138,4,HR Promotion,,,,
10,LogReg,classical,PCA,default,1200,10962,5.00003807246685e-07,{},0.5892172961138479,0.116813399184024,0.582441113490364,0.194598461813629,0.5861447689510058,0.097306946039312,0.6167161284591581,5915,4113,390,544,ok,0.1098766000359319,4,HR Promotion,,,,
11,LogReg,classical,PCA,default,1200,10962,6.999471224844456e-07,{},0.5881226053639846,0.1174962614825892,0.588865096359743,0.1959038290293855,0.5884592733493968,0.0998550990230444,0.6266136829724737,5897,4131,384,550,ok,0.1010737000033259,4,HR Promotion,,,,
12,LogReg,classical,PCA,default,1200,10962,6.00004568696022e-07,{},0.5741652983032294,0.1185124642419288,0.6209850107066381,0.1990391214824982,0.5953947789871443,0.1071471031871461,0.6254949738163549,5714,4314,354,580,ok,0.1145826000138185,4,HR Promotion,,,,
13,LogReg,classical,PCA,default,1200,10961,4.00003045797348e-07,{},0.6239394215856218,0.1202667301738509,0.5412647374062165,0.1968043647700701,0.5864480846983217,0.0992482448726596,0.6305936625038316,6334,3694,428,505,ok,0.0995333000319078,4,HR Promotion,,,,
14,LogReg,classical,PCA,default,1200,10961,6.00004568696022e-07,{},0.5843444941155004,0.1105138679853794,0.5509110396570204,0.1840974212034384,0.5691830826526028,0.0781250017643933,0.6040088288697328,5891,4137,419,514,ok,0.1006137999938801,4,HR Promotion,,,,
0,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.4769202700237183,0.1017258546299369,0.6563169164882227,0.1761494252873563,0.5582641622728309,0.0653897931812098,0.575488471679725,4615,5413,321,613,ok,0.4103863000054844,4,HR Promotion,,,,
1,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5022806057288816,0.1055478018143754,0.6477516059957173,0.1815181518151815,0.5682415788255412,0.0762879117796771,0.4119253563256286,4901,5127,329,605,ok,0.4354000000166707,4,HR Promotion,,,,
2,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.4694398832329867,0.0959947037404832,0.6209850107066381,0.1662844036697247,0.5381550502276709,0.042834106699651,0.5598682361763935,4566,5462,354,580,ok,0.446813199960161,4,HR Promotion,,,,
3,SVC,classical,PCA,default,1200,10961,4.00003045797348e-07,{},0.5542377520299243,0.1033513947421232,0.5519828510182208,0.174104124408384,0.5532151989434941,0.0596472288140988,0.5903425392822925,5560,4468,418,515,ok,0.4619713999563828,4,HR Promotion,,,,
4,SVC,classical,PCA,default,1200,10961,4.00003045797348e-07,{},0.6018611440561993,0.1059039742706179,0.4941050375133976,0.1744230041619372,0.5529958773526302,0.0604492220082213,0.5746729628636816,6136,3892,472,461,ok,0.3431673999875784,4,HR Promotion,,,,
5,SVC,classical,PCA,default,1200,10962,5.00003807246685e-07,{},0.4351395730706076,0.1060833083608031,0.7580299785867237,0.1861198738170347,0.5815478971513595,0.0933045609102623,0.5977645355317744,4062,5966,226,708,ok,0.3640864000190049,4,HR Promotion,,,,
6,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5675059295748951,0.1184606133493686,0.632762312633833,0.1995610332601722,0.5970951571146828,0.1088692311564799,0.6356218647743492,5630,4398,343,591,ok,0.3404795000096783,4,HR Promotion,,,,
7,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.580642218573253,0.1145022100610397,0.582441113490364,0.1913808267370272,0.581457892205892,0.091784740573676,0.6129097093448835,5821,4207,390,544,ok,0.4113986000302247,4,HR Promotion,,,,
8,SVC,classical,PCA,default,1200,10961,6.00004568696022e-07,{},0.6141775385457531,0.1078058067586863,0.4855305466237942,0.1764362220058422,0.55583866780731,0.0640978970605427,0.5508376652553985,6279,3749,480,453,ok,0.4250108999549411,4,HR Promotion,,,,
9,SVC,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5691998905209379,0.1179673321234119,0.6270096463022508,0.1985743380855397,0.5954154733306227,0.1069921068433205,0.6335623063567777,5654,4374,348,585,ok,0.3089557999628596,4,HR Promotion,,,,
10,SVC,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4623243933588761,0.1064741351951761,0.7184154175588865,0.185461580983969,0.5784438475907715,0.0886007352497801,0.620906162957851,4397,5631,263,671,ok,0.407077300013043,4,HR Promotion,,,,
11,SVC,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5822842546980478,0.1098265895953757,0.5492505353319058,0.1830508474576271,0.5673057622810307,0.0759972832609158,0.604511436500283,5870,4158,421,513,ok,0.3591328000184148,4,HR Promotion,,,,
12,SVC,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5640394088669951,0.1137231263813542,0.6059957173447538,0.1915073591608865,0.5830636743883721,0.0931549285874316,0.608905930631918,5617,4411,368,566,ok,0.376534300041385,4,HR Promotion,,,,
13,SVC,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.6201988869628684,0.1158420551855375,0.5219721329046088,0.1896048277204594,0.5756549934566921,0.0868374906427355,0.5985039317563555,6311,3717,446,487,ok,0.3949401000281796,4,HR Promotion,,,,
14,SVC,classical,PCA,default,1200,10961,7.00005330145359e-07,{},0.5037861508986407,0.1025052928722653,0.6227224008574491,0.176033934252386,0.5577213918926256,0.06446869921126,0.5830231087146771,4941,5087,352,581,ok,0.3767772000283003,4,HR Promotion,,,,
0,DecisionTree,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5,0.0835317823777248,0.4882226980728051,0.1426560300328484,0.4946598133363627,-0.0059636305481366,0.4946598133363628,5025,5003,478,456,ok,0.0603014000225812,4,HR Promotion,,,,
1,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5479839445356687,0.0991026919242273,0.5321199143468951,0.1670869053622457,0.540790711062558,0.0457180222316769,0.540790711062558,5510,4518,437,497,ok,0.0692613999708555,4,HR Promotion,,,,
2,DecisionTree,classical,PCA,default,1200,10962,1.00000761449337e-07,{},0.4774676153986499,0.0909556313993174,0.5706638115631691,0.1569031498380924,0.5197256034281741,0.0220811586912419,0.5197256034281742,4701,5327,401,533,ok,0.0683581999619491,4,HR Promotion,,,,
3,DecisionTree,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.4691177812243408,0.0901006711409396,0.5755627009646302,0.1558102422747715,0.51738845060198,0.0194844122130792,0.51738845060198,4605,5423,396,537,ok,0.0729080000310204,4,HR Promotion,,,,
4,DecisionTree,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5350789161572849,0.0913017867661496,0.4983922829581994,0.1543312313308994,0.5184422523686091,0.0206376408467762,0.518442252368609,5400,4628,468,465,ok,0.0777229000232182,4,HR Promotion,,,,
5,DecisionTree,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.4927932858967341,0.0934973637961335,0.569593147751606,0.1606280193236715,0.5276166775854161,0.0308630037900841,0.5276166775854161,4870,5158,402,532,ok,0.0858890999807044,4,HR Promotion,,,,
6,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4710819193577814,0.0863945578231292,0.5438972162740899,0.1491047842676841,0.5040985881928886,0.0045892201062326,0.5040985881928887,4656,5372,426,508,ok,0.0870070999953895,4,HR Promotion,,,,
7,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4861339171683999,0.0931601731601731,0.576017130620985,0.160381576986138,0.5268896981385739,0.0300720063936428,0.5268896981385739,4791,5237,396,538,ok,0.0827141999616287,4,HR Promotion,,,,
8,DecisionTree,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.550132287200073,0.0945233265720081,0.4994640943193998,0.1589629882312809,0.5271552621577055,0.0304658890499573,0.5271552621577055,5564,4464,467,466,ok,0.0700147000025026,4,HR Promotion,,,,
9,DecisionTree,classical,PCA,default,1200,10961,2.999440766870976e-07,{},0.5710245415564273,0.095687620682257,0.4780278670953912,0.1594565606006435,0.5288523858811619,0.0325724094878781,0.5288523858811618,5813,4215,487,446,ok,0.0688291999977082,4,HR Promotion,,,,
10,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4978106185002737,0.0870822041553748,0.5160599571734475,0.1490183954243314,0.5060854233414107,0.0067961455122664,0.5060854233414107,4975,5053,452,482,ok,0.0663518999936059,4,HR Promotion,,,,
11,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5695128626163108,0.1051533486334237,0.5396145610278372,0.1760083813514929,0.5559560639203804,0.062986380789374,0.5559560639203805,5739,4289,430,504,ok,0.0661608999944292,4,HR Promotion,,,,
12,DecisionTree,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.541507024265645,0.091779728651237,0.4925053533190578,0.1547258661284897,0.5192881772578536,0.0216191079927681,0.5192881772578536,5476,4552,474,460,ok,0.0644560000509955,4,HR Promotion,,,,
13,DecisionTree,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5713894717635253,0.0976704424022227,0.4898177920685959,0.1628652886671418,0.534398325631426,0.0388141245364753,0.5343983256314261,5806,4222,476,457,ok,0.0604134000022895,4,HR Promotion,,,,
14,DecisionTree,classical,PCA,default,1200,10961,1.00000761449337e-07,{},0.5602591004470395,0.0900653870491457,0.457663451232583,0.1505111032781106,0.5137339992501169,0.0154719420294965,0.5137339992501168,5714,4314,506,427,ok,0.0591355999931693,4,HR Promotion,,,,
0,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5524539317642766,0.1160092807424593,0.6423982869379015,0.1965280052407468,0.5932374362491661,0.1042875295540606,0.6159683293630085,5456,4572,334,600,ok,0.8689732000348158,4,HR Promotion,,,,
1,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4991789819376026,0.1020265548567435,0.6252676659528907,0.1754280564734154,0.5563514237223568,0.0629916420873743,0.5861094823146153,4888,5140,350,584,ok,0.9069432999822312,4,HR Promotion,,,,
2,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5343003101623791,0.0944973750729146,0.5203426124197003,0.1599473424387033,0.5279714657631009,0.0312963276995107,0.5390557936706558,5371,4657,448,486,ok,0.95109180000145,4,HR Promotion,,,,
3,RandomForest,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5001368488276617,0.1003867791842475,0.6120042872454448,0.1724814982631022,0.5508665233594595,0.0568200165662948,0.5682781138856219,4911,5117,362,571,ok,0.9284393000416458,4,HR Promotion,,,,
4,RandomForest,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5783231456983852,0.1078035296619179,0.5434083601286174,0.1799148332150461,0.5624899798249788,0.0704665640571759,0.580294842180373,5832,4196,426,507,ok,0.9202104000141844,4,HR Promotion,,,,
5,RandomForest,classical,PCA,default,1200,10962,4.00003045797348e-07,{},0.5316548075168764,0.1064467766116941,0.6081370449678801,0.1811802232854864,0.5663341786466844,0.0741037486716444,0.5921068225243409,5260,4768,366,568,ok,0.9088402999914252,4,HR Promotion,,,,
6,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5393176427659186,0.1058981233243967,0.5920770877944326,0.1796621182586094,0.5632403787596016,0.070701833889092,0.5939827796943717,5359,4669,381,553,ok,0.9176104000071064,4,HR Promotion,,,,
7,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5105820105820106,0.0899500277623542,0.5203426124197003,0.1533848824364841,0.5150077641276802,0.0167614185520465,0.5304728665518134,5111,4917,448,486,ok,0.8870511000277475,4,HR Promotion,,,,
8,RandomForest,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5515920080284645,0.0956539398862713,0.5048231511254019,0.1608331910534403,0.5303832548606666,0.0340912296867281,0.5402464204193959,5575,4453,462,471,ok,0.9123058000113816,4,HR Promotion,,,,
9,RandomForest,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5235836146337013,0.1008747440908244,0.5809217577706324,0.1718997779892166,0.5495853304210162,0.0553598076855412,0.5736479123192467,5197,4831,391,542,ok,0.8946550999535248,4,HR Promotion,,,,
10,RandomForest,classical,PCA,default,1200,10962,5.00003807246685e-07,{},0.5293742017879949,0.0969280671627552,0.5438972162740899,0.1645344129554656,0.5359593779814805,0.0401957108524625,0.5636929659053153,5295,4733,426,508,ok,0.8672862999956124,4,HR Promotion,,,,
11,RandomForest,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5572888159095055,0.1077077077077077,0.576017130620985,0.1814808568055321,0.5657808030448364,0.0737503358226451,0.5825429696208219,5571,4457,396,538,ok,0.9165323000052013,4,HR Promotion,,,,
12,RandomForest,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5128626163108921,0.0969630442736919,0.5674518201284796,0.165625,0.537615020554866,0.0420062317629159,0.5452895169755947,5092,4936,404,530,ok,0.9254542000126094,4,HR Promotion,,,,
13,RandomForest,classical,PCA,default,1200,10961,4.00003045797348e-07,{},0.472037222881124,0.0915516661056883,0.5830653804930332,0.1582545454545454,0.5223863001388181,0.0250775659243123,0.5196643396346607,4630,5398,389,544,ok,0.9205699999583884,4,HR Promotion,,,,
14,RandomForest,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5625399142414014,0.107041107041107,0.5637727759914255,0.1799213271763297,0.5630989927025336,0.0708129759371773,0.5776374917647522,5640,4388,407,526,ok,0.9292993999551982,4,HR Promotion,,,,
0,MLP,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4890530925013683,0.104558549398407,0.6605995717344754,0.1805413313825896,0.5668374803227623,0.0748599770608186,0.5965361228389204,4744,5284,317,617,ok,0.1644671999965794,4,HR Promotion,,,,
1,MLP,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.6147600802773217,0.1162193698949825,0.5331905781584583,0.1908411573098294,0.5777739887202343,0.0889977173753227,0.6051759569992031,6241,3787,436,498,ok,0.1346855000010691,4,HR Promotion,,,,
2,MLP,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.680259076810801,0.1119830968910353,0.3972162740899357,0.1747115611019543,0.5519188670010907,0.0631281052615257,0.5893042308089811,7086,2942,563,371,ok,0.120215900009498,4,HR Promotion,,,,
3,MLP,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.4441200620381352,0.0991298943443132,0.6838156484458735,0.1731578233138825,0.5528172777530524,0.0598737809648359,0.5888701881249115,4230,5798,295,638,ok,0.1296306999865919,4,HR Promotion,,,,
4,MLP,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5867165404616367,0.1025414364640883,0.4973204715969989,0.1700256504213997,0.5461771883314074,0.0523465611509459,0.5696472171595844,5967,4061,469,464,ok,0.1702933000051416,4,HR Promotion,,,,
5,MLP,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5597518700966977,0.1095505617977528,0.5845824411134903,0.1845217979046975,0.5710108057182928,0.0796284137913757,0.6083929665032128,5590,4438,388,546,ok,0.2026401000330224,4,HR Promotion,,,,
6,MLP,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.6444079547527823,0.1037433155080213,0.4154175588865096,0.1660248181429182,0.5405767491281371,0.0477884894579776,0.5651225818244248,6676,3352,546,388,ok,0.1290642999811098,4,HR Promotion,,,,
7,MLP,classical,PCA,default,1200,10962,2.999440766870976e-07,{},0.5155081189563948,0.1114858867388602,0.6723768736616702,0.1912593269377189,0.5866371803489843,0.096788145837998,0.6287611497229598,5023,5005,306,628,ok,0.1734476000419818,4,HR Promotion,,,,
8,MLP,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5089864063497856,0.1093942054433713,0.6677384780278671,0.187990343995172,0.5809773363414166,0.0904594984795471,0.6155661254596455,4956,5072,310,623,ok,0.1515364999650046,4,HR Promotion,,,,
9,MLP,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.4985858954474956,0.1119237965640415,0.7052518756698821,0.1931884908984145,0.5923048369175099,0.1033078632678381,0.6407412407103625,4807,5221,275,658,ok,0.1454262000042945,4,HR Promotion,,,,
10,MLP,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.4989965334792921,0.1105604921394395,0.6927194860813705,0.1906867079280872,0.5868364083777415,0.0971963239903797,0.6094997710906249,4823,5205,287,647,ok,0.1448211999959312,4,HR Promotion,,,,
11,MLP,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5608465608465608,0.1143141153081511,0.6156316916488223,0.192823608316566,0.5856878043405659,0.0960163179053333,0.6184020929833298,5573,4455,359,575,ok,0.1646183999837376,4,HR Promotion,,,,
12,MLP,classical,PCA,default,1200,10962,4.00003045797348e-07,{},0.6075533661740559,0.1202074875958502,0.5706638115631691,0.1985842026825633,0.5908265208593668,0.1033321243405561,0.6291824540109963,6127,3901,401,533,ok,0.1544626000104472,4,HR Promotion,,,,
13,MLP,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5261381260833865,0.1124249590685828,0.662379421221865,0.1922239502332814,0.5879208633831703,0.0981412783360193,0.6328981958768396,5149,4879,315,618,ok,0.1922025000094436,4,HR Promotion,,,,
14,MLP,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.4887327798558525,0.1044877222692633,0.6613076098606645,0.1804621234279028,0.5669920578222349,0.075004585434311,0.605135684392383,4740,5288,316,617,ok,0.1201066000503487,4,HR Promotion,,,,
0,XGBoost,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.5890348476555373,0.1043651672944826,0.5042826552462527,0.1729392326051037,0.550605627583238,0.0574156857594345,0.5663375418208032,5986,4042,463,471,ok,0.6663989999797195,4,HR Promotion,,,,
1,XGBoost,classical,PCA,default,1200,10962,3.00002284348011e-07,{},0.4955300127713921,0.091829484902309,0.5535331905781584,0.1575258988421694,0.5218304165894382,0.0243878408389992,0.5322306855579537,4915,5113,417,517,ok,0.6388658999931067,4,HR Promotion,,,,
2,XGBoost,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5660463419084109,0.1005224660397074,0.5149892933618844,0.1682112257387655,0.5428955242238221,0.0482939584781147,0.5569406197977569,5724,4304,453,481,ok,0.694000999967102,4,HR Promotion,,,,
3,XGBoost,classical,PCA,default,1200,10961,2.00001522898674e-07,{},0.5039686160021896,0.0909916454776607,0.5369774919614148,0.1556142258114614,0.5189374894988565,0.0211390226559025,0.5360978541968875,5023,5005,432,501,ok,0.7885295999585651,4,HR Promotion,,,,
4,XGBoost,classical,PCA,default,1200,10961,3.00002284348011e-07,{},0.5647294954839887,0.0985355648535564,0.5048231511254019,0.1648870995974094,0.5375631511510536,0.0422762714628715,0.5621904433930118,5719,4309,462,471,ok,0.7867785000125878,4,HR Promotion,,,,
5,XGBoost,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5155081189563948,0.0943466172381835,0.5449678800856531,0.1608468952441143,0.528866070078726,0.0322397691110086,0.5358395849223887,5142,4886,425,509,ok,0.8404765999875963,4,HR Promotion,,,,
6,XGBoost,classical,PCA,default,1200,10962,4.00003045797348e-07,{},0.5582010582010583,0.0942495329042972,0.4860813704496788,0.157885585115632,0.5254997997042969,0.0286878564322839,0.53318497286826,5665,4363,480,454,ok,0.8494695000117645,4,HR Promotion,,,,
7,XGBoost,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.5669585841999635,0.092541141269502,0.4635974304068522,0.1542846962408694,0.520091495418823,0.0226810317560633,0.5407949817598519,5782,4246,501,433,ok,0.8702403000206687,4,HR Promotion,,,,
8,XGBoost,classical,PCA,default,1200,10961,5.00003807246685e-07,{},0.5265942888422589,0.0974271660991297,0.5519828510182208,0.1656214825534651,0.5381075004991382,0.0425639507338299,0.5546818319209963,5257,4771,418,515,ok,0.8286023000255227,4,HR Promotion,,,,
9,XGBoost,classical,PCA,default,1200,10961,6.00004568696022e-07,{},0.5142778943527051,0.097967405237136,0.5734190782422294,0.1673443853612762,0.5410972535207956,0.0458747115627351,0.5642574852577841,5102,4926,398,535,ok,0.8277474999777041,4,HR Promotion,,,,
10,XGBoost,classical,PCA,default,1200,10962,2.00001522898674e-07,{},0.4936143039591315,0.0923538760374359,0.5599571734475375,0.1585569198120357,0.5236961774696802,0.0264769923307915,0.5339587698341859,4888,5140,411,523,ok,0.8274465000140481,4,HR Promotion,,,,
11,XGBoost,classical,PCA,default,1200,10962,4.00003045797348e-07,{},0.5862068965517241,0.1074542284219703,0.5278372591006424,0.1785584932995291,0.5597403287924432,0.0676177119075257,0.5875704344751185,5933,4095,441,493,ok,0.8387445000116713,4,HR Promotion,,,,
12,XGBoost,classical,PCA,default,1200,10962,1.600012183189392e-06,{},0.5317460317460317,0.1030440536963509,0.5835117773019272,0.1751566768439659,0.555218194195439,0.0617020539143322,0.5716628344276284,5284,4744,389,545,ok,0.8071620999835432,4,HR Promotion,,,,
13,XGBoost,classical,PCA,default,1200,10961,7.00005330145359e-07,{},0.5334367302253444,0.1033959400493265,0.5841371918542336,0.1756931012250161,0.5564283885078907,0.0630337270311094,0.5792840603651683,5302,4726,388,545,ok,0.8054072000086308,4,HR Promotion,,,,
14,XGBoost,classical,PCA,default,1200,10961,4.00003045797348e-07,{},0.5393668460906852,0.1052934407364787,0.5884244372990354,0.178623718887262,0.5616134950755249,0.0688569391486865,0.5851999716976817,5363,4665,384,549,ok,0.7797668999992311,4,HR Promotion,,,,
0,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.5,0.0877606527651858,0.5182012847965739,0.1501007908202822,0.508253015752894,0.0092166230243226,0.513469886032172,4997,5031,450,484,ok,11.285517600015735,4,HR Promotion,,,,
1,VQC,quantum,PCA,default,1200,10962,9.994255378842355e-08,{},0.5184272942893633,0.0803554181958663,0.4453961456102783,0.1361479299623629,0.4853127517042217,-0.0164270761054549,0.4865008596913653,5267,4761,518,416,ok,11.164919800008647,4,HR Promotion,,,,
2,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.5462506841817186,0.0884270578647106,0.4646680942184154,0.1485792536802465,0.5092586581981586,0.010396452235628,0.5007307163069743,5554,4474,500,434,ok,11.633766899991317,4,HR Promotion,,,,
3,VQC,quantum,PCA,default,1200,10961,2.00001522898674e-07,{},0.5259556609798376,0.0873184898354307,0.4833869239013934,0.1479173499508035,0.5066515792223361,0.0074370961604513,0.5017560156321144,5314,4714,482,451,ok,11.56094600004144,4,HR Promotion,,,,
4,VQC,quantum,PCA,default,1200,10961,3.00002284348011e-07,{},0.4996806860687893,0.0848385331143951,0.4983922829581994,0.1449953227315248,0.4990964206972887,-0.0010086118687213,0.5018845410770528,5012,5016,468,465,ok,11.414523900020868,4,HR Promotion,,,,
5,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.5016420361247947,0.0841138659320477,0.4903640256959314,0.1435961749490515,0.4965282434024133,-0.0038771216864547,0.5023374593963454,5041,4987,476,458,ok,11.626246800005902,4,HR Promotion,,,,
6,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.4942528735632184,0.089126559714795,0.5353319057815846,0.1528117359413203,0.5128793553638678,0.0143868342358213,0.51042573300113,4918,5110,434,500,ok,11.46907980000833,4,HR Promotion,,,,
7,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.5000912242291553,0.084156604463959,0.4925053533190578,0.14375,0.4966515597867726,-0.0037393401244041,0.4952443650284556,5022,5006,474,460,ok,11.718211899977176,4,HR Promotion,,,,
8,VQC,quantum,PCA,default,1200,10961,2.00001522898674e-07,{},0.517744731320135,0.0880181714934696,0.4983922829581994,0.1496138996138996,0.5089687780965708,0.0100178208222825,0.5167031775123972,5210,4818,468,465,ok,11.114589900011197,4,HR Promotion,,,,
9,VQC,quantum,PCA,default,1200,10961,3.00002284348011e-07,{},0.4698476416385366,0.0880067567567567,0.5584137191854234,0.1520501969940172,0.5100106090941078,0.0112103528133581,0.5078841409113433,4629,5399,412,521,ok,11.365631900029255,4,HR Promotion,,,,
10,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.4836708629812078,0.0805821796237131,0.4860813704496788,0.138246041412911,0.4847638603345322,-0.0170213895903055,0.4858023871489593,4848,5180,480,454,ok,10.79460740002105,4,HR Promotion,,,,
11,VQC,quantum,PCA,default,1200,10962,2.00001522898674e-07,{},0.4792008757525999,0.0904100188711614,0.5642398286937902,0.155847996451279,0.5177601217661213,0.0198734778759859,0.519155518723164,4726,5302,407,527,ok,11.001018200011458,4,HR Promotion,,,,
12,VQC,quantum,PCA,default,1200,10962,3.00002284348011e-07,{},0.5160554643313264,0.0891144952058657,0.5074946466809421,0.1516072285303054,0.5121737294034946,0.0136007926668549,0.5140948491974078,5183,4845,460,474,ok,11.628922300005796,4,HR Promotion,,,,
13,VQC,quantum,PCA,default,1200,10961,4.00003045797348e-07,{},0.495575221238938,0.0877287405812701,0.5241157556270096,0.1502996772706316,0.5085177900592168,0.0095092867118821,0.5069429391914857,4943,5085,444,489,ok,11.280076599970926,4,HR Promotion,,,,
